Student_ID,Subject,Due_Date,Status,Grade_Feedback,Guardian_Signature
S04952,Arabic,2024-12-13,Done,C,False
S11089,Geography,2024-11-18,Pending,A+,True
S06633,Arabic,2025-02-06,Not Done,A+,False
S08511,Geography,2025-01-21,Pending,B-,False
S10176,History,2025-01-04,Done,C-,False
S05649,Science,2024-12-29,Done,D,True
S10147,Math,2025-01-21,Done,F,False
S08642,Math,2024-11-27,Pending,A+,True
S10495,English,2025-03-08,Done,C-,False
S05379,English,2024-10-03,Not Done,B-,False
S07430,Geography,2024-12-14,Not Done,C-,False
S01172,Arabic,2024-10-21,Done,C,True
S07267,Arabic,2025-02-18,Done,D,False
S04464,Geography,2024-10-08,Not Done,D,False
S10537,English,2024-10-24,Pending,B-,False
S09637,English,2024-09-24,Not Done,C,False
S11671,Science,2024-10-18,Done,D,False
S08759,Science,2024-10-19,Not Done,B,False
S10850,English,2025-02-21,Not Done,A+,False
S02799,Geography,2024-09-10,Done,B,False
S11024,Arabic,2024-11-06,Done,C-,False
S01564,Math,2025-01-07,Pending,B-,False
S01050,Geography,2024-11-10,Done,F,True
S05969,Geography,2025-02-27,Not Done,A+,False
S00987,History,2024-12-19,Not Done,F,False
S05653,History,2024-10-06,Done,A+,True
S08711,Science,2025-02-18,Not Done,A,False
S04953,Science,2024-11-05,Pending,A+,True
S06144,English,2024-10-14,Pending,F,False
S06783,Math,2025-02-01,Not Done,D,False
S10749,Arabic,2024-12-11,Not Done,C,True
S03988,Arabic,2025-01-07,Done,C,False
S00616,History,2024-10-03,Done,B,False
S10300,Arabic,2024-12-12,Not Done,A+,False
S10161,Geography,2025-02-22,Not Done,A+,False
S03854,Geography,2024-11-04,Not Done,D,False
S07672,English,2025-01-28,Not Done,F,False
S05993,Arabic,2025-01-05,Done,C,False
S01422,English,2024-11-16,Not Done,C,False
S10812,Science,2024-12-29,Not Done,D,False
S10888,Science,2024-11-26,Done,A+,False
S05763,Arabic,2024-09-10,Not Done,B-,False
S09400,Math,2025-01-22,Done,B,False
S00787,History,2024-09-14,Pending,A+,False
S08589,Science,2024-11-10,Not Done,D,True
S00691,Math,2025-02-21,Pending,D,True
S10440,English,2024-12-09,Not Done,C-,True
S10842,English,2025-02-24,Not Done,D,False
S00725,Arabic,2025-01-12,Done,C-,True
S05677,Science,2024-10-29,Pending,C,False
S09012,Geography,2024-10-18,Done,D,False
S07100,Math,2024-11-25,Done,B-,False
S11202,Arabic,2024-12-09,Done,C-,False
S07225,History,2025-01-24,Not Done,A,False
S01873,English,2024-11-01,Not Done,F,False
S06553,English,2024-09-21,Pending,A,True
S05220,Science,2024-11-10,Not Done,B-,False
S06015,English,2025-01-10,Done,A+,True
S06729,Geography,2024-11-28,Not Done,B-,False
S00495,Math,2025-01-21,Not Done,C-,True
S08728,Arabic,2025-01-13,Not Done,F,False
S00519,History,2024-09-21,Done,F,False
S04999,Math,2025-01-19,Done,C-,True
S00030,History,2024-09-26,Done,F,False
S06626,Math,2024-11-12,Done,C,True
S01761,Geography,2024-09-13,Not Done,B-,False
S10199,Math,2025-01-31,Not Done,C,True
S03959,Science,2025-01-01,Pending,B-,False
S08644,Arabic,2024-11-03,Not Done,C-,True
S07074,History,2024-11-18,Done,C,True
S07888,Science,2024-12-07,Done,C-,False
S04303,Math,2024-11-23,Done,F,False
S04382,Science,2025-02-04,Done,A,True
S02121,History,2024-11-26,Done,A,False
S04936,Geography,2024-11-09,Done,B,False
S08511,Math,2024-09-11,Done,B,False
S07385,Math,2025-02-01,Done,F,False
S11373,English,2024-12-06,Pending,A+,False
S08239,Math,2025-02-13,Not Done,F,False
S06715,Math,2024-12-23,Done,A,False
S02798,Geography,2024-12-30,Not Done,C-,False
S07813,Arabic,2024-12-18,Done,D,True
S01799,History,2024-11-12,Not Done,C-,True
S07012,Geography,2024-12-23,Not Done,D,False
S05040,Geography,2024-10-17,Done,D,True
S11604,Arabic,2024-10-19,Not Done,C,True
S06821,Geography,2024-11-12,Done,B-,True
S03342,Science,2024-12-31,Done,C,True
S10298,English,2024-09-17,Not Done,B-,True
S01141,History,2024-10-13,Done,D,True
S12028,History,2025-02-21,Not Done,C,False
S03943,English,2025-01-14,Not Done,C,False
S00285,Geography,2025-02-26,Not Done,C-,False
S08925,Science,2024-10-01,Not Done,B,True
S02862,English,2024-09-29,Pending,C-,False
S04210,Science,2024-11-09,Done,B-,True
S06750,English,2024-12-31,Pending,B-,False
S07304,Science,2024-11-09,Not Done,D,False
S11767,English,2024-09-28,Not Done,B-,False
S04891,Math,2024-11-24,Done,D,True
S07359,Math,2025-02-16,Not Done,F,False
S04494,History,2024-09-20,Done,B,False
S00874,English,2024-09-21,Not Done,F,True
S03117,Geography,2024-09-11,Done,C-,True
S03289,Geography,2024-12-24,Pending,F,True
S03128,Math,2024-10-20,Not Done,F,False
S12032,Geography,2024-12-23,Not Done,C,False
S05590,Math,2024-10-09,Not Done,B,False
S01355,English,2024-10-19,Not Done,B,False
S04995,Geography,2024-10-16,Done,C-,False
S04805,Math,2025-02-21,Not Done,F,True
S11919,English,2024-10-02,Not Done,D,True
S07015,Science,2024-12-31,Done,B,False
S01126,Math,2024-10-14,Done,C,True
S11156,English,2024-11-28,Not Done,D,True
S09648,History,2025-01-01,Not Done,D,True
S08707,Arabic,2024-11-12,Done,B,False
S07446,Math,2024-12-01,Done,C,True
S00365,Arabic,2024-10-23,Not Done,B,False
S09081,Arabic,2025-01-30,Done,B-,False
S01708,History,2025-02-28,Done,D,False
S00194,Arabic,2024-09-28,Done,D,False
S04911,Arabic,2024-10-28,Done,B,False
S00409,English,2024-10-18,Done,B-,False
S04282,Science,2024-12-29,Not Done,C,False
S00427,Science,2025-01-07,Done,C-,False
S03777,English,2025-02-22,Pending,C,False
S11571,History,2024-12-16,Done,B-,False
S04998,English,2024-10-05,Done,C-,False
S03384,History,2024-12-04,Done,D,False
S06175,History,2025-01-20,Not Done,F,True
S08900,Geography,2025-02-08,Done,D,False
S04066,History,2024-11-05,Pending,C,True
S01821,English,2024-11-04,Done,C-,False
S04522,History,2025-02-04,Pending,C-,False
S00123,Science,2025-03-09,Pending,B,False
S03019,Math,2025-03-06,Done,B-,False
S10970,Math,2025-01-03,Pending,C-,False
S11522,Arabic,2025-03-02,Not Done,F,False
S08778,Geography,2024-09-18,Not Done,F,True
S00823,Science,2024-09-30,Done,C-,False
S08301,History,2024-11-04,Done,B,False
S00496,English,2024-12-17,Done,F,True
S01938,Geography,2024-11-03,Not Done,B-,True
S03627,Geography,2024-11-01,Not Done,A+,False
S02198,Math,2024-11-20,Not Done,B-,False
S01709,Geography,2025-02-02,Done,B,False
S10623,History,2025-01-24,Done,B-,True
S01298,English,2024-12-21,Done,D,False
S00950,Math,2024-09-23,Not Done,B,False
S01458,Math,2025-01-11,Done,D,False
S02916,Arabic,2025-03-07,Done,B-,False
S03078,History,2024-09-14,Done,C-,False
S09015,English,2024-12-26,Not Done,C-,False
S05101,Geography,2025-02-07,Pending,B,False
S03331,Geography,2024-12-05,Done,B,False
S03884,History,2025-02-13,Done,B-,False
S10990,History,2024-10-20,Done,C-,True
S06414,Geography,2025-01-24,Not Done,A+,False
S02876,Math,2025-02-21,Done,B,False
S06966,Arabic,2025-01-14,Pending,C,False
S03129,English,2025-02-24,Done,A+,False
S01753,Science,2024-11-28,Done,C,False
S01880,Geography,2025-01-23,Not Done,C-,False
S11249,English,2024-09-09,Done,F,False
S04069,History,2024-11-17,Not Done,B,False
S00414,Science,2024-09-16,Not Done,B,True
S05597,Arabic,2024-11-05,Not Done,B-,False
S06015,Geography,2024-12-19,Done,F,False
S08716,Math,2024-09-21,Done,B,False
S03218,English,2024-10-01,Not Done,B,False
S07404,Math,2024-10-21,Done,D,False
S06390,Math,2024-10-28,Done,C,True
S00370,History,2025-02-26,Not Done,B,True
S06088,Arabic,2024-11-16,Not Done,F,False
S11849,Math,2025-02-01,Done,C,False
S07661,History,2024-12-27,Not Done,B,True
S03151,Arabic,2024-09-25,Not Done,D,True
S11434,Arabic,2024-11-02,Not Done,F,False
S00080,Science,2024-09-19,Done,A+,False
S06353,History,2024-10-05,Done,A+,False
S11095,Science,2024-09-23,Done,A,False
S08826,Science,2024-11-17,Pending,A+,False
S03812,Geography,2024-11-22,Not Done,C-,True
S04990,Math,2024-10-21,Not Done,A,False
S09019,History,2024-11-24,Pending,A+,False
S04779,Science,2024-10-26,Done,A,False
S02980,English,2024-09-20,Pending,A,False
S03773,History,2024-11-20,Done,D,True
S07590,Arabic,2024-09-19,Done,B,False
S02951,Arabic,2024-12-26,Done,F,True
S11664,History,2024-10-11,Done,D,False
S09692,Math,2024-09-12,Pending,F,False
S03106,Arabic,2024-09-17,Done,A+,True
S09303,Arabic,2024-09-11,Done,A,False
S05954,Math,2024-09-20,Not Done,C,True
S03182,Math,2025-02-07,Not Done,D,False
S11757,Geography,2025-02-04,Pending,A+,False
S09938,Arabic,2025-02-27,Done,F,True
S04313,Arabic,2025-02-10,Not Done,B,True
S09252,Geography,2025-01-14,Done,C-,False
S08426,Geography,2024-09-19,Done,C,True
S11992,Math,2024-09-21,Not Done,F,False
S04531,History,2024-11-23,Not Done,A+,True
S04441,Arabic,2024-12-07,Not Done,F,False
S11152,Math,2024-11-15,Pending,C,True
S06319,Geography,2025-02-13,Done,C-,True
S11551,History,2025-02-10,Not Done,A+,False
S11073,History,2024-12-18,Pending,D,False
S11627,Geography,2024-12-18,Done,A+,False
S01438,Science,2024-09-22,Done,A+,False
S10732,Math,2024-11-08,Not Done,A+,True
S01331,Science,2024-09-20,Pending,F,True
S02409,Arabic,2024-10-02,Not Done,F,False
S03360,History,2024-11-30,Done,C-,False
S09086,Arabic,2025-02-26,Done,C,False
S00798,Math,2025-02-20,Done,F,False
S03173,Geography,2025-01-08,Done,D,True
S10316,Geography,2025-02-07,Done,A,True
S10409,History,2024-09-27,Not Done,D,False
S00572,English,2024-09-30,Done,D,False
S04421,Science,2025-01-28,Not Done,A,True
S06580,Math,2024-09-08,Done,A,True
S00416,Arabic,2024-10-15,Not Done,A+,True
S10189,Science,2025-02-21,Done,C-,False
S03386,Arabic,2024-11-06,Done,C-,False
S10439,Arabic,2025-02-17,Done,C,True
S00226,Geography,2024-11-13,Pending,C,False
S05541,English,2025-03-03,Not Done,A,True
S08293,Arabic,2024-11-08,Not Done,B,True
S05462,English,2024-09-24,Not Done,D,True
S12046,Geography,2024-10-18,Done,A,True
S02443,Science,2025-01-04,Done,B-,False
S09906,Math,2024-11-22,Not Done,C-,True
S03214,Arabic,2024-11-16,Done,C-,False
S09438,Math,2025-02-02,Done,F,False
S11473,History,2025-01-25,Done,F,False
S07288,Math,2024-09-08,Done,C-,True
S05808,Math,2024-09-18,Not Done,A,False
S11398,Science,2024-12-05,Not Done,C-,False
S08316,Math,2024-10-16,Done,D,False
S01000,Science,2025-01-03,Done,C,False
S00978,English,2024-09-23,Not Done,C-,False
S07524,Geography,2024-10-16,Pending,C-,False
S07583,Geography,2024-12-12,Pending,B-,False
S05008,Math,2024-11-02,Done,B,True
S08591,Science,2025-01-12,Pending,C,True
S01967,English,2024-10-11,Pending,D,False
S03272,Geography,2025-03-01,Done,C,False
S08463,English,2024-10-29,Not Done,A,True
S08942,Science,2024-11-23,Done,C-,False
S07829,Science,2024-11-30,Not Done,C-,False
S10493,Math,2024-10-23,Not Done,B,False
S07873,Geography,2024-10-20,Pending,A+,False
S00165,English,2024-09-09,Done,C,False
S00664,Geography,2024-12-13,Done,A,False
S09287,Science,2025-01-04,Done,B-,False
S04551,Arabic,2025-01-08,Pending,D,False
S04886,English,2025-02-18,Done,B-,True
S04713,Math,2025-02-27,Pending,D,False
S02310,Geography,2025-03-01,Not Done,A+,False
S07710,History,2025-03-05,Not Done,D,False
S00963,English,2024-12-04,Done,B-,False
S04678,Geography,2024-09-25,Not Done,C,False
S09329,English,2024-09-17,Pending,A,False
S04762,Science,2025-02-22,Done,C,False
S10614,History,2024-11-18,Pending,C,False
S09055,English,2024-11-28,Not Done,B,True
S09413,English,2025-02-06,Not Done,B,False
S07218,Geography,2024-11-11,Done,C-,False
S03322,Geography,2024-11-08,Done,A,True
S11125,Math,2024-10-15,Done,A+,False
S06783,Science,2025-02-14,Done,A,False
S07946,Math,2024-12-22,Pending,D,False
S03828,Geography,2025-01-31,Done,C,True
S10488,Geography,2024-12-04,Done,C-,True
S05564,Math,2024-12-18,Done,D,False
S08073,Science,2025-02-15,Done,A,False
S09022,Arabic,2024-11-01,Pending,B-,False
S07092,Science,2025-02-06,Done,C,False
S05359,Geography,2025-01-02,Done,B-,False
S11469,Science,2024-09-17,Done,A,False
S00676,Arabic,2024-12-04,Not Done,A+,True
S03929,Science,2024-12-08,Not Done,F,False
S05070,Geography,2025-02-02,Done,A,False
S02773,History,2024-11-04,Done,A,True
S09925,Science,2024-10-09,Done,C,True
S11226,Science,2024-10-02,Not Done,F,True
S05384,Math,2025-02-26,Done,A+,False
S01092,English,2025-01-02,Done,A,False
S04692,Arabic,2024-10-01,Pending,A,False
S05069,Science,2024-11-19,Done,A,False
S01067,History,2025-01-22,Done,A,False
S06698,Science,2024-09-30,Not Done,A,True
S08840,Science,2025-01-13,Done,C,True
S03201,Math,2024-12-16,Not Done,B-,False
S12042,English,2025-01-30,Done,B,True
S05137,History,2024-10-26,Not Done,A,False
S03611,Geography,2025-01-25,Done,A,True
S00262,Arabic,2025-02-17,Not Done,C,False
S11994,Science,2024-10-06,Not Done,C,False
S05717,English,2024-09-30,Not Done,C-,False
S02456,Geography,2025-02-17,Done,B-,False
S00209,Math,2025-01-04,Done,A,False
S10904,History,2024-12-24,Done,F,False
S06263,Geography,2024-11-15,Done,A+,False
S08597,Arabic,2024-09-08,Done,C,False
S07482,Science,2024-12-28,Not Done,D,False
S09966,Geography,2025-03-04,Done,C-,False
S06090,Math,2025-01-31,Done,C-,False
S06855,English,2025-01-06,Done,A+,False
S05241,History,2024-11-13,Done,A+,False
S01756,Arabic,2025-02-06,Not Done,A,False
S07390,English,2025-01-23,Done,A,False
S11881,History,2024-10-11,Done,B-,False
S03053,Math,2024-09-26,Done,D,True
S10068,History,2024-11-23,Done,C-,True
S06620,Geography,2024-10-28,Done,C,True
S01030,Science,2025-03-02,Done,C,False
S06310,History,2024-12-10,Not Done,F,False
S07588,Science,2025-02-04,Pending,B,False
S03035,Arabic,2025-01-29,Done,A,False
S10261,Geography,2024-11-26,Pending,D,True
S04382,Math,2024-10-22,Done,B-,True
S05607,History,2025-01-10,Not Done,F,False
S11691,Science,2025-03-06,Not Done,C-,False
S02192,Arabic,2024-12-19,Not Done,A,False
S07789,History,2025-01-05,Pending,A+,False
S10283,Science,2025-03-08,Not Done,B-,False
S03722,Geography,2024-12-06,Done,C,False
S10017,History,2025-02-04,Done,C-,False
S10897,Math,2024-10-22,Not Done,C,False
S06522,Arabic,2025-02-19,Done,C-,False
S03342,Geography,2025-02-24,Not Done,A+,False
S00558,Geography,2024-09-13,Done,C-,False
S02713,Geography,2024-11-01,Done,A,False
S10737,Science,2025-02-19,Pending,C-,False
S02627,Arabic,2024-12-18,Done,F,False
S08803,English,2025-01-27,Done,D,False
S01281,Arabic,2024-11-28,Not Done,D,True
S01908,Math,2024-10-14,Pending,B,False
S09501,Math,2024-11-24,Not Done,A+,False
S06752,Arabic,2025-02-21,Done,F,False
S08417,Science,2025-02-26,Pending,C-,False
S11909,Arabic,2024-12-22,Not Done,B-,True
S09183,Math,2024-09-08,Done,B,False
S04101,Math,2025-01-11,Done,D,False
S02732,History,2025-01-25,Done,A+,False
S11738,Math,2024-12-27,Pending,A+,False
S03997,Geography,2025-01-29,Done,C-,False
S11830,Math,2024-12-03,Done,A,False
S11861,Geography,2024-10-12,Done,B-,False
S07511,English,2024-10-15,Not Done,B-,True
S12114,Math,2025-02-01,Done,D,False
S00647,Science,2025-03-09,Done,C,False
S08777,English,2025-01-12,Not Done,B,False
S09149,Science,2025-02-07,Pending,A+,True
S05669,Arabic,2024-10-07,Pending,C-,True
S01573,Arabic,2024-10-22,Done,B-,False
S03278,Arabic,2024-10-26,Not Done,C-,True
S00846,Math,2025-02-07,Done,B-,False
S07032,History,2024-11-22,Pending,A+,True
S05993,Science,2025-02-12,Done,C,False
S00764,Math,2024-11-24,Done,D,False
S01800,Geography,2025-03-09,Done,B,False
S02890,Arabic,2025-01-05,Done,A,False
S04440,Science,2024-09-20,Done,A,True
S07482,History,2025-02-28,Done,A+,False
S06127,Science,2024-09-16,Done,C,True
S04656,English,2024-12-14,Pending,B,True
S01280,Arabic,2024-10-08,Done,B-,True
S07550,Arabic,2024-09-26,Done,F,False
S07570,History,2024-10-07,Pending,A,False
S03134,Math,2025-03-04,Not Done,B-,False
S08527,Geography,2024-11-20,Done,C-,True
S03805,English,2024-12-31,Done,B-,True
S03022,Arabic,2025-02-18,Done,C-,False
S01153,Geography,2025-02-03,Pending,B,True
S00314,Geography,2024-12-01,Pending,C-,False
S06288,Arabic,2024-10-23,Pending,F,True
S10341,History,2024-10-16,Done,A+,False
S02256,Arabic,2024-09-20,Done,A,True
S03006,Geography,2025-02-01,Pending,B-,False
S04862,History,2024-11-27,Not Done,B,True
S11759,Geography,2024-10-23,Done,B-,True
S11648,Geography,2025-01-15,Pending,B-,False
S11588,English,2024-11-16,Done,B-,False
S03469,Geography,2024-12-03,Done,A+,False
S03034,English,2024-12-02,Not Done,B,True
S09079,Science,2024-11-29,Done,D,False
S08544,Arabic,2025-01-25,Done,B,False
S12048,Arabic,2024-12-06,Not Done,C,False
S06936,Geography,2024-11-29,Done,A+,False
S11413,Math,2025-01-08,Done,B,True
S06197,History,2024-12-07,Not Done,A+,False
S00994,History,2025-01-24,Done,D,False
S06660,Math,2025-01-26,Not Done,C-,True
S10253,Math,2024-10-02,Not Done,F,False
S03009,Geography,2025-03-06,Done,C-,True
S01845,History,2024-11-22,Done,C-,True
S00192,Arabic,2025-02-16,Not Done,D,False
S12129,English,2025-01-24,Done,C,True
S12129,Science,2025-01-29,Done,B-,True
S03852,Math,2024-11-12,Pending,F,True
S09675,Science,2024-12-03,Not Done,A,False
S00743,English,2024-12-30,Done,B,False
S05641,Math,2024-12-04,Not Done,B,False
S05342,Arabic,2024-09-21,Not Done,B-,False
S10834,Arabic,2024-12-30,Not Done,A,False
S07636,History,2024-12-25,Done,C,False
S01758,Math,2024-12-23,Not Done,A+,True
S08456,English,2024-10-04,Not Done,C-,False
S05594,Geography,2025-02-10,Not Done,F,True
S09620,Geography,2025-01-27,Done,C-,False
S09652,Science,2024-12-01,Done,B,False
S06181,Arabic,2025-02-11,Done,F,False
S03273,Math,2024-11-03,Not Done,C,True
S11896,Geography,2025-01-15,Done,B,True
S03541,History,2025-01-17,Done,C,False
S10854,Math,2025-01-21,Done,A,True
S08627,English,2024-11-15,Not Done,F,True
S04045,English,2024-09-10,Not Done,C-,False
S00711,History,2025-02-14,Not Done,A+,False
S00153,History,2024-11-10,Not Done,B,False
S10378,Geography,2024-11-02,Done,D,False
S07040,Science,2024-11-10,Not Done,A,False
S07873,Geography,2025-03-06,Pending,A+,False
S00671,Science,2024-10-18,Done,C,False
S05914,Science,2024-11-25,Pending,A+,False
S01812,Math,2024-12-31,Pending,C-,False
S09944,Arabic,2024-10-24,Not Done,C-,True
S01358,History,2024-10-31,Pending,D,False
S02958,Science,2025-02-06,Done,C-,False
S05381,English,2025-02-09,Done,A,True
S01679,Science,2024-11-25,Pending,C-,False
S08578,Geography,2025-01-12,Pending,B-,False
S11594,Geography,2024-10-28,Pending,C-,False
S00449,English,2024-10-18,Done,F,False
S09963,Geography,2024-10-16,Done,D,False
S00004,Arabic,2024-10-05,Not Done,B,False
S05905,Geography,2024-10-29,Not Done,D,False
S10171,English,2024-11-20,Done,A,False
S02396,English,2025-01-26,Done,B,False
S00376,Geography,2025-02-18,Done,A,True
S10575,Science,2024-12-31,Done,D,False
S10232,English,2024-11-26,Not Done,C,False
S06126,Geography,2024-10-27,Not Done,C,True
S10795,Science,2025-01-08,Done,B,False
S11628,English,2024-10-29,Done,F,True
S06282,English,2024-10-22,Done,B-,False
S00346,History,2024-09-16,Done,C-,False
S00877,Geography,2025-02-06,Not Done,A+,True
S07531,Science,2024-11-11,Not Done,B,False
S06713,Math,2024-12-06,Done,D,True
S11734,English,2025-03-06,Done,A+,False
S11175,History,2024-09-20,Pending,F,True
S04866,Geography,2024-10-26,Not Done,A,False
S06712,Arabic,2024-09-25,Pending,B-,True
S04824,History,2025-01-13,Done,B-,True
S03184,English,2024-09-09,Done,B,True
S11164,Math,2025-02-23,Not Done,B-,False
S09414,Math,2025-02-05,Not Done,F,False
S11927,History,2024-11-12,Not Done,A,False
S06973,History,2025-01-12,Done,C-,False
S11735,Math,2024-11-05,Not Done,B-,False
S06125,Science,2024-10-23,Done,B,False
S04455,Math,2024-10-25,Pending,F,True
S01249,History,2024-11-01,Done,C-,False
S09646,English,2024-12-29,Not Done,D,True
S06106,Math,2024-12-19,Done,C,False
S01489,Geography,2025-02-20,Not Done,C,False
S08619,Geography,2025-01-11,Pending,D,True
S11069,Arabic,2025-01-31,Done,A,False
S05403,Math,2025-03-09,Done,F,False
S07897,History,2025-01-27,Done,A+,True
S01112,English,2025-01-08,Not Done,F,False
S00278,Math,2024-12-21,Not Done,C,False
S03061,Science,2025-01-30,Not Done,C,False
S01366,Arabic,2024-09-08,Not Done,C-,True
S04377,Geography,2025-02-18,Done,A+,False
S00258,Arabic,2024-12-20,Done,D,True
S00802,Geography,2025-02-18,Not Done,A,False
S09572,Arabic,2025-02-09,Pending,F,False
S08017,Arabic,2024-10-24,Not Done,C,False
S10983,History,2024-12-30,Done,C-,True
S09780,Math,2025-03-01,Done,B-,True
S09370,Math,2025-02-28,Not Done,B-,False
S01507,Science,2024-12-31,Not Done,A+,True
S06175,Arabic,2024-11-01,Not Done,A,False
S05066,Geography,2025-01-23,Not Done,C,False
S04386,Math,2025-02-19,Done,B-,False
S04189,Math,2025-01-05,Pending,A+,True
S10419,English,2025-01-01,Not Done,F,False
S04582,Science,2025-03-04,Not Done,A+,False
S09928,Math,2024-11-22,Pending,A+,True
S03367,Science,2024-10-14,Done,B,False
S04791,Science,2025-03-09,Done,A+,False
S05822,Geography,2024-10-12,Pending,A+,True
S01425,English,2024-11-14,Not Done,A,False
S10305,History,2025-02-05,Not Done,D,False
S10961,Arabic,2024-09-29,Not Done,C-,True
S03673,History,2025-03-01,Not Done,B,True
S08348,Arabic,2025-01-02,Done,F,False
S04803,Math,2024-11-19,Not Done,C,False
S10070,History,2024-12-03,Done,C,True
S05423,English,2024-12-28,Pending,C-,True
S10205,Geography,2024-11-16,Not Done,C,False
S00551,English,2024-12-29,Pending,B,True
S08033,Science,2024-10-03,Done,A+,False
S09732,Geography,2025-02-23,Done,B,False
S01040,Geography,2024-11-15,Done,A+,False
S06663,History,2024-11-29,Done,A+,False
S09306,Math,2024-12-27,Done,C-,True
S02691,Science,2024-10-05,Done,A,True
S07557,Arabic,2025-01-28,Done,A,True
S02393,Geography,2025-01-06,Pending,C-,True
S04435,History,2024-11-24,Done,C-,False
S01648,Arabic,2024-09-13,Not Done,B,False
S04093,Science,2024-11-12,Pending,F,False
S09567,Math,2025-02-12,Not Done,A,False
S08009,Geography,2024-09-13,Pending,B,True
S08820,Science,2024-09-20,Not Done,C-,True
S11066,History,2024-11-03,Not Done,C-,False
S06814,English,2025-02-03,Pending,C,False
S10305,Science,2024-12-22,Done,F,False
S02797,English,2024-11-28,Pending,A+,False
S05222,History,2025-01-17,Not Done,B-,False
S09214,Geography,2025-02-23,Not Done,C-,False
S03620,History,2024-11-26,Done,C-,False
S03472,History,2024-10-17,Done,C-,False
S07238,Geography,2025-02-20,Done,A+,True
S08748,English,2024-11-25,Done,C-,False
S04337,Geography,2024-09-12,Not Done,D,False
S01517,Arabic,2025-01-23,Done,A+,False
S12144,English,2024-10-13,Done,C,True
S02198,English,2024-12-14,Done,B-,False
S02378,English,2024-12-23,Done,C,True
S04118,English,2024-11-22,Done,A+,True
S04735,Arabic,2024-12-03,Pending,C,False
S10784,Arabic,2024-11-25,Not Done,B-,False
S05378,English,2024-12-29,Not Done,C-,False
S11651,Geography,2024-11-10,Done,D,False
S06647,Science,2025-01-31,Not Done,F,False
S04873,Science,2024-11-09,Not Done,D,True
S06393,Arabic,2024-11-17,Done,C,False
S10885,English,2025-01-12,Pending,A+,False
S09680,Arabic,2024-10-30,Not Done,C-,True
S07747,Geography,2024-12-01,Done,B,True
S07221,Arabic,2024-10-07,Done,B,False
S11994,Geography,2024-09-12,Done,A+,True
S01525,Arabic,2025-01-30,Pending,B,False
S01480,Math,2024-09-14,Not Done,D,False
S05853,History,2025-01-29,Not Done,B-,False
S11022,Geography,2024-10-13,Done,A,False
S01925,Geography,2024-11-25,Done,B,True
S08760,Math,2024-12-24,Done,C-,False
S00564,Science,2024-12-13,Done,D,False
S01571,Geography,2024-09-27,Pending,F,False
S06803,Arabic,2024-12-28,Not Done,F,True
S11925,English,2025-02-21,Not Done,A+,True
S10691,History,2025-01-15,Not Done,F,False
S03271,English,2024-09-13,Pending,C-,True
S04596,English,2025-01-25,Done,B-,False
S04905,Science,2024-11-23,Not Done,D,True
S00066,Arabic,2025-03-04,Not Done,A+,True
S08516,Geography,2024-11-08,Not Done,A,True
S11311,English,2024-10-17,Done,A+,True
S09267,Geography,2024-10-17,Done,A+,False
S08927,Science,2024-10-07,Done,C,False
S11356,Geography,2024-11-26,Pending,C-,True
S00173,Arabic,2025-01-15,Done,D,False
S08727,English,2024-09-11,Done,B,False
S06724,English,2024-12-22,Not Done,A+,False
S08240,Math,2024-10-21,Not Done,A+,True
S03364,Geography,2025-01-26,Done,A,False
S06399,History,2024-09-23,Done,A+,False
S08416,English,2024-11-13,Done,D,True
S02700,English,2024-11-12,Done,A,False
S06769,English,2025-02-06,Done,B,False
S05466,Arabic,2025-03-06,Done,A,False
S08687,Geography,2024-10-21,Done,C-,True
S07890,Science,2024-10-08,Done,F,False
S11227,English,2025-01-24,Not Done,A+,False
S02979,Geography,2024-11-17,Done,A+,True
S00694,Math,2025-02-11,Done,D,True
S01322,Geography,2024-11-21,Done,C-,False
S01296,Geography,2024-11-30,Done,F,False
S04483,English,2024-10-14,Pending,C-,False
S05253,History,2025-02-09,Done,D,False
S01380,Science,2024-09-17,Not Done,F,False
S07148,Math,2024-09-15,Not Done,C-,True
S12035,History,2024-10-02,Not Done,F,False
S03228,Science,2024-11-04,Pending,B-,False
S11282,Geography,2024-10-03,Not Done,C-,False
S05531,Math,2024-09-17,Done,A+,True
S05589,Arabic,2024-10-01,Not Done,A+,False
S01370,English,2024-12-25,Not Done,B-,False
S00735,Geography,2024-12-14,Done,F,False
S09176,Science,2025-02-07,Pending,A,False
S04271,Math,2025-01-20,Not Done,D,False
S03301,Science,2024-09-09,Done,F,False
S05861,Science,2025-01-11,Done,D,False
S00486,Geography,2024-10-06,Not Done,B,False
S04868,English,2024-12-20,Not Done,C,False
S06008,Science,2025-01-31,Not Done,C-,False
S09416,English,2024-12-01,Done,F,True
S08066,English,2025-01-14,Not Done,A+,True
S07798,Science,2024-09-30,Done,A+,False
S05475,Arabic,2024-09-25,Done,F,False
S01645,History,2025-02-25,Done,B-,True
S09797,History,2024-12-02,Not Done,B,False
S06084,Geography,2025-01-05,Pending,A,True
S10957,History,2024-09-20,Done,A,True
S02803,Math,2025-03-08,Done,F,False
S10442,Arabic,2025-02-22,Not Done,B,False
S09537,Arabic,2024-11-25,Not Done,C-,False
S07400,Arabic,2024-11-28,Done,F,False
S05652,Math,2024-09-28,Done,A+,True
S01185,History,2024-10-13,Pending,A+,True
S11790,Arabic,2024-09-18,Not Done,F,False
S06867,Science,2025-01-11,Done,F,False
