Student_ID,Date,Message_Type,Month
S01916,2025-02-17,Automated Reminder,2025-02
S04655,2025-01-14,Teacher to Parent,2025-01
S00718,2024-09-28,Automated Reminder,2024-09
S05515,2024-09-26,Parent to Teacher,2024-09
S07097,2025-01-13,Teacher to Parent,2025-01
S01794,2024-11-05,Parent to Teacher,2024-11
S11488,2025-02-18,Automated Reminder,2025-02
S05427,2024-10-03,Automated Reminder,2024-10
S06055,2024-09-16,Automated Reminder,2024-09
S00940,2024-11-20,Parent to Teacher,2024-11
S07830,2024-12-24,Automated Reminder,2024-12
S02030,2025-02-04,Teacher to Parent,2025-02
S06259,2025-02-15,Teacher to Parent,2025-02
S05262,2024-10-26,Automated Reminder,2024-10
S03458,2025-02-13,Automated Reminder,2025-02
S11879,2024-12-29,Parent to Teacher,2024-12
S04696,2024-10-26,Teacher to Parent,2024-10
S02107,2024-09-20,Automated Reminder,2024-09
S08645,2025-02-18,Parent to Teacher,2025-02
S04345,2025-01-23,Parent to Teacher,2025-01
S00518,2024-09-23,Parent to Teacher,2024-09
S08978,2025-02-07,Automated Reminder,2025-02
S03856,2024-10-17,Automated Reminder,2024-10
S07641,2024-12-25,Teacher to Parent,2024-12
S01086,2025-02-05,Teacher to Parent,2025-02
S06394,2025-01-30,Parent to Teacher,2025-01
S09947,2024-12-22,Teacher to Parent,2024-12
S12037,2025-02-08,Parent to Teacher,2025-02
S01311,2024-12-25,Automated Reminder,2024-12
S09566,2024-10-04,Automated Reminder,2024-10
S10784,2024-12-10,Teacher to Parent,2024-12
S04282,2024-10-01,Automated Reminder,2024-10
S07143,2024-09-28,Automated Reminder,2024-09
S03512,2025-03-01,Automated Reminder,2025-03
S01973,2024-09-19,Teacher to Parent,2024-09
S03158,2024-12-13,Automated Reminder,2024-12
S05385,2025-01-01,Parent to Teacher,2025-01
S02372,2024-12-25,Teacher to Parent,2024-12
S02908,2024-12-28,Automated Reminder,2024-12
S06029,2024-12-11,Automated Reminder,2024-12
S06038,2024-09-25,Teacher to Parent,2024-09
S04275,2024-11-03,Teacher to Parent,2024-11
S12052,2024-12-21,Parent to Teacher,2024-12
S06267,2024-10-27,Teacher to Parent,2024-10
S07610,2024-12-15,Automated Reminder,2024-12
S09464,2025-03-08,Parent to Teacher,2025-03
S06322,2025-01-16,Parent to Teacher,2025-01
S04155,2024-12-10,Parent to Teacher,2024-12
S07677,2024-10-14,Parent to Teacher,2024-10
S08402,2025-01-04,Automated Reminder,2025-01
S11061,2024-12-12,Parent to Teacher,2024-12
S00829,2024-09-14,Parent to Teacher,2024-09
S10497,2024-10-30,Teacher to Parent,2024-10
S07186,2024-09-29,Teacher to Parent,2024-09
S11926,2024-09-27,Parent to Teacher,2024-09
S10527,2024-10-26,Parent to Teacher,2024-10
S05920,2024-10-12,Parent to Teacher,2024-10
S09011,2024-10-27,Parent to Teacher,2024-10
S00242,2024-12-18,Parent to Teacher,2024-12
S06317,2025-01-27,Teacher to Parent,2025-01
S06441,2024-11-19,Automated Reminder,2024-11
S03881,2024-09-23,Automated Reminder,2024-09
S09718,2024-10-06,Parent to Teacher,2024-10
S12091,2024-10-15,Automated Reminder,2024-10
S10837,2025-01-12,Teacher to Parent,2025-01
S03885,2024-09-28,Teacher to Parent,2024-09
S11667,2025-01-19,Automated Reminder,2025-01
S07388,2024-12-19,Parent to Teacher,2024-12
S11847,2025-01-16,Teacher to Parent,2025-01
S11916,2025-01-14,Teacher to Parent,2025-01
S00021,2024-12-20,Parent to Teacher,2024-12
S00784,2024-12-01,Parent to Teacher,2024-12
S02582,2025-02-22,Automated Reminder,2025-02
S01235,2024-09-11,Parent to Teacher,2024-09
S04941,2025-02-10,Parent to Teacher,2025-02
S10116,2024-09-21,Parent to Teacher,2024-09
S10636,2025-02-17,Parent to Teacher,2025-02
S10000,2024-12-20,Teacher to Parent,2024-12
S02630,2024-10-02,Automated Reminder,2024-10
S10344,2024-12-20,Parent to Teacher,2024-12
S07782,2024-10-18,Parent to Teacher,2024-10
S04291,2025-03-04,Parent to Teacher,2025-03
S01878,2024-10-12,Teacher to Parent,2024-10
S10893,2024-12-23,Teacher to Parent,2024-12
S02391,2024-10-15,Automated Reminder,2024-10
S00919,2025-02-24,Parent to Teacher,2025-02
S00580,2025-01-10,Automated Reminder,2025-01
S08564,2024-11-16,Parent to Teacher,2024-11
S02766,2024-11-07,Parent to Teacher,2024-11
S04734,2025-03-04,Automated Reminder,2025-03
S00137,2024-09-08,Teacher to Parent,2024-09
S04922,2024-12-01,Automated Reminder,2024-12
S07820,2024-09-13,Automated Reminder,2024-09
S06156,2025-01-10,Automated Reminder,2025-01
S06180,2024-11-27,Teacher to Parent,2024-11
S10170,2024-09-11,Parent to Teacher,2024-09
S05837,2025-02-15,Automated Reminder,2025-02
S04073,2024-12-15,Teacher to Parent,2024-12
S05777,2024-12-25,Teacher to Parent,2024-12
S01848,2025-02-27,Automated Reminder,2025-02
S02141,2025-01-02,Parent to Teacher,2025-01
S06325,2025-02-19,Teacher to Parent,2025-02
S02454,2024-11-13,Automated Reminder,2024-11
S00682,2024-11-05,Automated Reminder,2024-11
S11120,2024-09-09,Parent to Teacher,2024-09
S07319,2024-10-31,Automated Reminder,2024-10
S09628,2025-02-14,Automated Reminder,2025-02
S10400,2024-11-17,Automated Reminder,2024-11
S09040,2025-01-02,Parent to Teacher,2025-01
S05566,2024-10-21,Automated Reminder,2024-10
S04841,2024-10-01,Teacher to Parent,2024-10
S02244,2024-09-13,Teacher to Parent,2024-09
S08351,2025-02-28,Automated Reminder,2025-02
S06433,2024-10-28,Teacher to Parent,2024-10
S02284,2024-09-08,Teacher to Parent,2024-09
S10624,2025-02-08,Automated Reminder,2025-02
S01414,2024-12-09,Parent to Teacher,2024-12
S08613,2024-09-15,Automated Reminder,2024-09
S07440,2025-02-21,Parent to Teacher,2025-02
S00857,2025-01-18,Parent to Teacher,2025-01
S09286,2025-01-06,Teacher to Parent,2025-01
S04082,2024-11-07,Parent to Teacher,2024-11
S03952,2025-01-09,Parent to Teacher,2025-01
S11324,2024-09-10,Teacher to Parent,2024-09
S11678,2024-11-22,Parent to Teacher,2024-11
S01529,2025-01-15,Parent to Teacher,2025-01
S03175,2024-09-23,Parent to Teacher,2024-09
S05085,2024-09-12,Parent to Teacher,2024-09
S08870,2024-10-10,Parent to Teacher,2024-10
S11065,2024-11-22,Teacher to Parent,2024-11
S07579,2025-01-23,Teacher to Parent,2025-01
S05944,2024-09-24,Automated Reminder,2024-09
S12124,2024-09-18,Teacher to Parent,2024-09
S00892,2024-09-18,Parent to Teacher,2024-09
S02651,2025-02-27,Parent to Teacher,2025-02
S12138,2025-02-25,Teacher to Parent,2025-02
S01656,2024-11-17,Teacher to Parent,2024-11
S04760,2024-11-05,Teacher to Parent,2024-11
S01854,2024-09-14,Automated Reminder,2024-09
S06156,2024-10-19,Parent to Teacher,2024-10
S08950,2024-10-30,Automated Reminder,2024-10
S09032,2025-02-18,Teacher to Parent,2025-02
S09556,2024-12-18,Automated Reminder,2024-12
S00723,2025-02-18,Automated Reminder,2025-02
S05008,2024-10-24,Teacher to Parent,2024-10
S06982,2024-09-18,Parent to Teacher,2024-09
S11808,2024-10-26,Parent to Teacher,2024-10
S04205,2024-11-28,Parent to Teacher,2024-11
S10229,2024-11-04,Parent to Teacher,2024-11
S04602,2024-12-16,Teacher to Parent,2024-12
S02902,2025-02-12,Teacher to Parent,2025-02
S08034,2024-11-10,Teacher to Parent,2024-11
S06904,2024-12-09,Parent to Teacher,2024-12
S00239,2024-12-23,Parent to Teacher,2024-12
S04779,2024-10-24,Parent to Teacher,2024-10
S05755,2024-09-29,Parent to Teacher,2024-09
S09598,2025-03-03,Parent to Teacher,2025-03
S02119,2024-10-14,Teacher to Parent,2024-10
S02035,2024-10-06,Parent to Teacher,2024-10
S05437,2025-01-27,Automated Reminder,2025-01
S10996,2024-10-17,Automated Reminder,2024-10
S00641,2025-02-17,Automated Reminder,2025-02
S04140,2025-03-04,Parent to Teacher,2025-03
S08205,2024-10-05,Automated Reminder,2024-10
S05334,2024-09-10,Parent to Teacher,2024-09
S05490,2024-09-08,Automated Reminder,2024-09
S01194,2024-12-25,Automated Reminder,2024-12
S10391,2025-01-05,Parent to Teacher,2025-01
S05565,2024-10-06,Parent to Teacher,2024-10
S02284,2024-09-21,Parent to Teacher,2024-09
S07554,2024-11-18,Parent to Teacher,2024-11
S07088,2024-12-13,Parent to Teacher,2024-12
S08444,2024-10-06,Automated Reminder,2024-10
S11376,2024-12-12,Automated Reminder,2024-12
S02332,2025-01-04,Teacher to Parent,2025-01
S08666,2024-09-22,Teacher to Parent,2024-09
S10842,2024-10-26,Parent to Teacher,2024-10
S01506,2024-10-29,Automated Reminder,2024-10
S08753,2024-10-30,Parent to Teacher,2024-10
S10566,2024-12-20,Automated Reminder,2024-12
S01071,2025-03-01,Teacher to Parent,2025-03
S02889,2024-10-10,Teacher to Parent,2024-10
S05318,2024-12-09,Parent to Teacher,2024-12
S06062,2024-12-28,Teacher to Parent,2024-12
S03747,2024-12-31,Parent to Teacher,2024-12
S02813,2024-09-13,Teacher to Parent,2024-09
S10964,2025-02-12,Parent to Teacher,2025-02
S09006,2025-03-09,Parent to Teacher,2025-03
S05738,2024-11-10,Teacher to Parent,2024-11
S10768,2025-02-06,Teacher to Parent,2025-02
S09420,2025-01-16,Teacher to Parent,2025-01
S09595,2024-11-25,Teacher to Parent,2024-11
S02804,2025-01-02,Teacher to Parent,2025-01
S09781,2024-09-17,Parent to Teacher,2024-09
S02853,2024-12-21,Teacher to Parent,2024-12
S01449,2024-12-23,Teacher to Parent,2024-12
S11730,2025-01-29,Parent to Teacher,2025-01
S01306,2024-10-06,Automated Reminder,2024-10
S05082,2024-10-08,Automated Reminder,2024-10
S06130,2024-11-05,Parent to Teacher,2024-11
S02068,2024-12-19,Automated Reminder,2024-12
S03184,2024-11-15,Automated Reminder,2024-11
S08913,2024-09-20,Parent to Teacher,2024-09
S08276,2024-12-01,Teacher to Parent,2024-12
S02524,2024-10-24,Teacher to Parent,2024-10
S08114,2024-11-13,Teacher to Parent,2024-11
S02258,2025-02-10,Teacher to Parent,2025-02
S07614,2024-10-13,Parent to Teacher,2024-10
S01559,2024-11-04,Parent to Teacher,2024-11
S11374,2024-11-22,Automated Reminder,2024-11
S01945,2024-11-19,Parent to Teacher,2024-11
S10900,2025-03-08,Teacher to Parent,2025-03
S09842,2025-03-06,Teacher to Parent,2025-03
S10691,2024-11-15,Teacher to Parent,2024-11
S01386,2024-10-28,Parent to Teacher,2024-10
S02271,2025-01-09,Automated Reminder,2025-01
S05713,2024-09-17,Automated Reminder,2024-09
S00108,2025-01-10,Parent to Teacher,2025-01
S10353,2025-02-05,Parent to Teacher,2025-02
S07002,2025-01-29,Automated Reminder,2025-01
S07415,2024-10-19,Teacher to Parent,2024-10
S05373,2025-01-13,Automated Reminder,2025-01
S04286,2025-02-10,Automated Reminder,2025-02
S04722,2024-11-30,Parent to Teacher,2024-11
S08481,2024-12-26,Automated Reminder,2024-12
S07086,2024-10-11,Teacher to Parent,2024-10
S00844,2024-10-27,Parent to Teacher,2024-10
S11681,2024-11-14,Parent to Teacher,2024-11
S06300,2025-02-08,Parent to Teacher,2025-02
S09689,2024-10-06,Automated Reminder,2024-10
S10920,2025-02-24,Automated Reminder,2025-02
S07444,2024-11-30,Parent to Teacher,2024-11
S03978,2025-02-20,Automated Reminder,2025-02
S04246,2025-02-15,Parent to Teacher,2025-02
S04207,2024-09-23,Automated Reminder,2024-09
S07100,2025-01-11,Automated Reminder,2025-01
S03902,2024-12-16,Parent to Teacher,2024-12
S03490,2024-09-16,Automated Reminder,2024-09
S02978,2024-10-28,Parent to Teacher,2024-10
S03241,2024-10-14,Parent to Teacher,2024-10
S07466,2025-03-05,Parent to Teacher,2025-03
S01671,2024-12-28,Automated Reminder,2024-12
S04669,2024-10-13,Automated Reminder,2024-10
S10022,2025-02-16,Automated Reminder,2025-02
S05405,2025-01-27,Automated Reminder,2025-01
S03155,2024-11-22,Teacher to Parent,2024-11
S07538,2025-01-03,Automated Reminder,2025-01
S11479,2025-01-31,Teacher to Parent,2025-01
S11833,2024-09-19,Teacher to Parent,2024-09
S03780,2025-02-14,Automated Reminder,2025-02
S11942,2024-11-26,Teacher to Parent,2024-11
S00043,2024-11-15,Teacher to Parent,2024-11
S10696,2025-01-31,Automated Reminder,2025-01
S05627,2025-02-08,Parent to Teacher,2025-02
S09952,2024-11-18,Parent to Teacher,2024-11
S02912,2024-10-16,Teacher to Parent,2024-10
S01335,2025-03-09,Automated Reminder,2025-03
S04385,2025-02-03,Teacher to Parent,2025-02
S05728,2024-10-24,Automated Reminder,2024-10
S11030,2025-03-04,Teacher to Parent,2025-03
S07332,2024-12-30,Parent to Teacher,2024-12
S04981,2025-02-14,Automated Reminder,2025-02
S03400,2024-09-15,Automated Reminder,2024-09
S09710,2025-02-09,Parent to Teacher,2025-02
S01518,2024-09-29,Teacher to Parent,2024-09
S02241,2025-02-05,Automated Reminder,2025-02
S09316,2024-10-01,Teacher to Parent,2024-10
S05293,2024-12-30,Automated Reminder,2024-12
S01553,2025-01-16,Teacher to Parent,2025-01
S06804,2024-09-21,Teacher to Parent,2024-09
S04708,2024-12-20,Automated Reminder,2024-12
S06290,2024-09-22,Teacher to Parent,2024-09
S04658,2024-11-05,Parent to Teacher,2024-11
S01801,2025-01-23,Teacher to Parent,2025-01
S11458,2025-01-21,Automated Reminder,2025-01
S07795,2025-02-12,Automated Reminder,2025-02
S02659,2024-12-19,Parent to Teacher,2024-12
S11935,2025-01-08,Teacher to Parent,2025-01
S05271,2025-02-11,Parent to Teacher,2025-02
S04438,2025-02-16,Automated Reminder,2025-02
S02976,2025-01-25,Teacher to Parent,2025-01
S01890,2025-01-12,Parent to Teacher,2025-01
S03584,2024-09-25,Teacher to Parent,2024-09
S11870,2025-01-24,Teacher to Parent,2025-01
S01891,2025-03-08,Teacher to Parent,2025-03
S09269,2024-09-19,Teacher to Parent,2024-09
S02706,2024-10-01,Automated Reminder,2024-10
S11799,2024-10-04,Parent to Teacher,2024-10
S08954,2024-09-21,Automated Reminder,2024-09
S02578,2024-11-17,Parent to Teacher,2024-11
S11732,2024-11-12,Automated Reminder,2024-11
S10082,2025-02-14,Parent to Teacher,2025-02
S10990,2024-10-06,Parent to Teacher,2024-10
S07087,2024-11-22,Parent to Teacher,2024-11
S01855,2025-01-13,Parent to Teacher,2025-01
S03922,2025-02-09,Automated Reminder,2025-02
S05159,2024-11-06,Automated Reminder,2024-11
S00729,2024-12-24,Teacher to Parent,2024-12
S01832,2024-12-31,Parent to Teacher,2024-12
S06912,2025-01-04,Automated Reminder,2025-01
S03969,2025-02-06,Teacher to Parent,2025-02
S09467,2024-09-23,Automated Reminder,2024-09
S08556,2025-02-06,Automated Reminder,2025-02
S07417,2024-10-03,Teacher to Parent,2024-10
S08840,2024-11-13,Automated Reminder,2024-11
S01864,2025-01-15,Parent to Teacher,2025-01
S10249,2024-09-22,Teacher to Parent,2024-09
S09341,2025-01-22,Teacher to Parent,2025-01
S10642,2024-11-30,Automated Reminder,2024-11
S01147,2024-11-18,Parent to Teacher,2024-11
S05634,2024-09-15,Automated Reminder,2024-09
S05255,2025-02-10,Automated Reminder,2025-02
S06137,2024-12-17,Teacher to Parent,2024-12
S08351,2025-02-25,Parent to Teacher,2025-02
S08808,2025-01-24,Automated Reminder,2025-01
S06622,2025-01-05,Automated Reminder,2025-01
S10298,2025-02-21,Teacher to Parent,2025-02
S04753,2025-03-03,Automated Reminder,2025-03
S07096,2024-11-25,Teacher to Parent,2024-11
S02746,2024-09-25,Teacher to Parent,2024-09
S09888,2024-12-15,Automated Reminder,2024-12
S10683,2025-01-02,Teacher to Parent,2025-01
S07713,2024-11-26,Parent to Teacher,2024-11
S04243,2024-10-31,Parent to Teacher,2024-10
S11346,2025-01-01,Automated Reminder,2025-01
S11510,2025-02-11,Automated Reminder,2025-02
S05472,2024-12-13,Automated Reminder,2024-12
S09085,2025-01-21,Automated Reminder,2025-01
S08646,2024-09-22,Parent to Teacher,2024-09
S03362,2024-12-24,Teacher to Parent,2024-12
S03210,2024-09-16,Teacher to Parent,2024-09
S11379,2024-11-24,Parent to Teacher,2024-11
S04940,2024-10-18,Teacher to Parent,2024-10
S00179,2025-02-18,Automated Reminder,2025-02
S02324,2024-11-29,Parent to Teacher,2024-11
S05979,2024-12-23,Parent to Teacher,2024-12
S05219,2024-11-06,Teacher to Parent,2024-11
S05541,2024-10-31,Teacher to Parent,2024-10
S01988,2024-10-20,Parent to Teacher,2024-10
S05819,2025-03-04,Parent to Teacher,2025-03
S06014,2024-10-14,Automated Reminder,2024-10
S09785,2024-10-06,Teacher to Parent,2024-10
S05076,2024-11-15,Parent to Teacher,2024-11
S09983,2025-02-10,Automated Reminder,2025-02
S11893,2025-02-16,Parent to Teacher,2025-02
S01016,2024-11-01,Teacher to Parent,2024-11
S03497,2025-03-04,Teacher to Parent,2025-03
S00693,2024-12-17,Teacher to Parent,2024-12
S00880,2025-02-21,Parent to Teacher,2025-02
S08539,2025-03-07,Parent to Teacher,2025-03
S09066,2024-10-27,Automated Reminder,2024-10
S02016,2024-12-05,Parent to Teacher,2024-12
S06087,2024-12-13,Teacher to Parent,2024-12
S03541,2024-10-31,Automated Reminder,2024-10
S00180,2024-10-23,Parent to Teacher,2024-10
S06252,2025-02-05,Teacher to Parent,2025-02
S11843,2024-11-26,Teacher to Parent,2024-11
S10571,2024-11-10,Parent to Teacher,2024-11
S07183,2024-12-11,Automated Reminder,2024-12
S10444,2024-09-18,Parent to Teacher,2024-09
S02825,2025-03-07,Teacher to Parent,2025-03
S04091,2024-12-05,Teacher to Parent,2024-12
S03986,2024-10-28,Teacher to Parent,2024-10
S05469,2024-09-14,Teacher to Parent,2024-09
S06959,2024-10-24,Parent to Teacher,2024-10
S03414,2024-11-22,Teacher to Parent,2024-11
S10247,2025-02-16,Automated Reminder,2025-02
S05453,2024-11-16,Automated Reminder,2024-11
S11981,2024-11-19,Automated Reminder,2024-11
S02533,2024-12-15,Teacher to Parent,2024-12
S06679,2024-10-31,Parent to Teacher,2024-10
S07998,2024-10-17,Teacher to Parent,2024-10
S02575,2024-12-07,Teacher to Parent,2024-12
S05909,2024-11-19,Teacher to Parent,2024-11
S05874,2024-09-20,Parent to Teacher,2024-09
S05352,2024-12-29,Parent to Teacher,2024-12
S06079,2025-01-09,Teacher to Parent,2025-01
S02675,2025-01-10,Teacher to Parent,2025-01
S01627,2025-01-13,Parent to Teacher,2025-01
S02751,2024-11-13,Parent to Teacher,2024-11
S01786,2024-09-14,Parent to Teacher,2024-09
S08272,2024-12-23,Automated Reminder,2024-12
S04781,2024-12-08,Automated Reminder,2024-12
S00828,2024-09-18,Parent to Teacher,2024-09
S09312,2024-12-24,Parent to Teacher,2024-12
S05810,2025-02-28,Parent to Teacher,2025-02
S11614,2025-01-22,Automated Reminder,2025-01
S09299,2024-12-28,Teacher to Parent,2024-12
S06562,2024-09-12,Automated Reminder,2024-09
S10176,2024-11-02,Parent to Teacher,2024-11
S00237,2025-03-05,Teacher to Parent,2025-03
S05302,2024-11-05,Automated Reminder,2024-11
S01076,2024-11-15,Teacher to Parent,2024-11
S08004,2024-11-01,Parent to Teacher,2024-11
S02881,2024-12-28,Parent to Teacher,2024-12
S04150,2024-09-08,Parent to Teacher,2024-09
S03881,2024-12-03,Teacher to Parent,2024-12
S05615,2025-03-07,Teacher to Parent,2025-03
S06593,2025-02-15,Teacher to Parent,2025-02
S07143,2024-11-07,Parent to Teacher,2024-11
S05544,2024-09-25,Parent to Teacher,2024-09
S06855,2025-02-07,Automated Reminder,2025-02
S09431,2024-09-21,Parent to Teacher,2024-09
S09791,2024-09-18,Parent to Teacher,2024-09
S00994,2024-12-01,Automated Reminder,2024-12
S10678,2024-11-07,Teacher to Parent,2024-11
S08332,2024-12-12,Teacher to Parent,2024-12
S01661,2024-10-21,Parent to Teacher,2024-10
S08650,2024-10-25,Automated Reminder,2024-10
S04750,2024-09-13,Automated Reminder,2024-09
S02792,2025-02-01,Automated Reminder,2025-02
S05886,2024-12-15,Teacher to Parent,2024-12
S08930,2025-02-26,Parent to Teacher,2025-02
S07897,2025-01-13,Automated Reminder,2025-01
S07611,2024-11-03,Parent to Teacher,2024-11
S01262,2024-12-18,Teacher to Parent,2024-12
S00993,2025-03-06,Parent to Teacher,2025-03
S10557,2024-10-25,Teacher to Parent,2024-10
S08809,2025-02-13,Automated Reminder,2025-02
S03546,2024-11-07,Parent to Teacher,2024-11
S03597,2024-09-14,Automated Reminder,2024-09
S08154,2024-12-19,Teacher to Parent,2024-12
S03869,2025-02-08,Teacher to Parent,2025-02
S07529,2024-12-31,Teacher to Parent,2024-12
S01734,2024-11-06,Parent to Teacher,2024-11
S08012,2024-09-10,Parent to Teacher,2024-09
S07801,2024-12-15,Teacher to Parent,2024-12
S11788,2025-03-05,Automated Reminder,2025-03
S11399,2024-09-29,Automated Reminder,2024-09
S10373,2024-10-27,Teacher to Parent,2024-10
S08563,2024-09-15,Teacher to Parent,2024-09
S00934,2024-12-07,Parent to Teacher,2024-12
S07480,2024-09-25,Automated Reminder,2024-09
S06625,2025-01-20,Automated Reminder,2025-01
S05841,2024-10-21,Parent to Teacher,2024-10
S08401,2024-12-02,Teacher to Parent,2024-12
S10656,2024-11-04,Teacher to Parent,2024-11
S09425,2024-11-02,Automated Reminder,2024-11
S00070,2025-02-04,Automated Reminder,2025-02
S05943,2025-01-11,Automated Reminder,2025-01
S05002,2025-02-26,Parent to Teacher,2025-02
S12123,2024-12-22,Teacher to Parent,2024-12
S07418,2025-01-26,Parent to Teacher,2025-01
S01323,2024-11-14,Parent to Teacher,2024-11
S07673,2024-10-02,Parent to Teacher,2024-10
S01461,2025-02-27,Parent to Teacher,2025-02
S12046,2025-03-07,Automated Reminder,2025-03
S06697,2025-02-18,Parent to Teacher,2025-02
S04980,2025-02-14,Teacher to Parent,2025-02
S08248,2025-02-25,Teacher to Parent,2025-02
S00587,2025-02-23,Parent to Teacher,2025-02
S05414,2025-02-01,Parent to Teacher,2025-02
S10698,2024-12-08,Parent to Teacher,2024-12
S00256,2025-02-21,Parent to Teacher,2025-02
S01346,2025-02-19,Parent to Teacher,2025-02
S02676,2024-09-29,Teacher to Parent,2024-09
S11373,2025-02-26,Automated Reminder,2025-02
S09367,2025-02-25,Parent to Teacher,2025-02
S00470,2024-10-23,Teacher to Parent,2024-10
S01255,2024-11-29,Automated Reminder,2024-11
S04526,2024-12-27,Automated Reminder,2024-12
S02177,2025-02-03,Teacher to Parent,2025-02
S07576,2024-10-24,Teacher to Parent,2024-10
S04032,2025-02-21,Teacher to Parent,2025-02
S09369,2025-01-04,Teacher to Parent,2025-01
S02316,2024-12-05,Automated Reminder,2024-12
S05431,2024-09-17,Automated Reminder,2024-09
S12036,2024-12-22,Parent to Teacher,2024-12
S01800,2024-10-12,Teacher to Parent,2024-10
S11020,2025-01-08,Teacher to Parent,2025-01
S03356,2024-11-28,Automated Reminder,2024-11
S04237,2024-11-26,Parent to Teacher,2024-11
S02499,2025-02-18,Teacher to Parent,2025-02
S00658,2025-01-01,Teacher to Parent,2025-01
S03397,2025-03-04,Parent to Teacher,2025-03
S09601,2025-02-02,Parent to Teacher,2025-02
S01648,2025-02-13,Automated Reminder,2025-02
S04494,2024-12-05,Teacher to Parent,2024-12
S09123,2024-09-15,Automated Reminder,2024-09
S10351,2024-12-21,Parent to Teacher,2024-12
S09059,2024-11-06,Teacher to Parent,2024-11
S11395,2025-02-28,Teacher to Parent,2025-02
S03473,2024-10-04,Parent to Teacher,2024-10
S03978,2025-02-23,Automated Reminder,2025-02
S03282,2025-02-18,Automated Reminder,2025-02
S02290,2024-12-16,Teacher to Parent,2024-12
S02074,2024-12-12,Parent to Teacher,2024-12
S06621,2025-02-05,Automated Reminder,2025-02
S05808,2025-03-05,Automated Reminder,2025-03
S11664,2024-12-25,Teacher to Parent,2024-12
S06493,2024-10-23,Teacher to Parent,2024-10
S00897,2024-11-01,Teacher to Parent,2024-11
S09232,2025-02-01,Automated Reminder,2025-02
S05340,2024-12-28,Parent to Teacher,2024-12
S00317,2025-01-28,Teacher to Parent,2025-01
S04743,2025-02-21,Teacher to Parent,2025-02
S01045,2024-12-30,Automated Reminder,2024-12
S07010,2025-02-23,Parent to Teacher,2025-02
S07891,2025-03-08,Automated Reminder,2025-03
S08947,2025-01-15,Parent to Teacher,2025-01
S00502,2024-10-21,Automated Reminder,2024-10
S09387,2024-11-08,Automated Reminder,2024-11
S08760,2024-10-13,Teacher to Parent,2024-10
S12152,2024-11-15,Parent to Teacher,2024-11
S00275,2024-09-15,Automated Reminder,2024-09
S03511,2025-03-03,Teacher to Parent,2025-03
S03861,2024-10-11,Parent to Teacher,2024-10
S09420,2025-01-16,Parent to Teacher,2025-01
S05343,2024-12-01,Teacher to Parent,2024-12
S04770,2025-02-19,Teacher to Parent,2025-02
S00951,2025-01-30,Parent to Teacher,2025-01
S07617,2024-11-07,Parent to Teacher,2024-11
S07414,2025-02-28,Teacher to Parent,2025-02
S01069,2025-02-04,Automated Reminder,2025-02
S05422,2025-01-11,Automated Reminder,2025-01
S05275,2024-10-22,Parent to Teacher,2024-10
S05762,2024-09-17,Parent to Teacher,2024-09
S04763,2024-11-22,Parent to Teacher,2024-11
S03479,2024-12-21,Teacher to Parent,2024-12
S08285,2025-02-01,Parent to Teacher,2025-02
S05040,2024-11-13,Parent to Teacher,2024-11
S08640,2024-10-08,Parent to Teacher,2024-10
S04755,2024-11-05,Automated Reminder,2024-11
S05241,2025-01-11,Automated Reminder,2025-01
S01624,2024-12-31,Automated Reminder,2024-12
S09863,2025-02-04,Automated Reminder,2025-02
S04173,2024-10-22,Automated Reminder,2024-10
S02360,2025-01-11,Automated Reminder,2025-01
S11591,2025-03-08,Teacher to Parent,2025-03
S09349,2025-02-13,Parent to Teacher,2025-02
S04446,2025-01-08,Teacher to Parent,2025-01
S09692,2024-09-28,Teacher to Parent,2024-09
S11677,2025-02-14,Parent to Teacher,2025-02
S05879,2025-03-09,Parent to Teacher,2025-03
S04568,2024-12-01,Teacher to Parent,2024-12
S00493,2024-10-18,Automated Reminder,2024-10
S02920,2024-11-04,Automated Reminder,2024-11
S07240,2024-11-27,Automated Reminder,2024-11
S01050,2024-12-06,Teacher to Parent,2024-12
S04578,2024-11-09,Teacher to Parent,2024-11
S01670,2024-10-05,Automated Reminder,2024-10
S09715,2024-09-25,Parent to Teacher,2024-09
S05237,2024-11-19,Parent to Teacher,2024-11
S05521,2024-09-11,Parent to Teacher,2024-09
S05405,2025-02-19,Teacher to Parent,2025-02
S11225,2024-12-13,Automated Reminder,2024-12
S04623,2024-10-14,Automated Reminder,2024-10
S01131,2024-09-23,Teacher to Parent,2024-09
S09147,2024-12-25,Teacher to Parent,2024-12
S01093,2024-12-28,Automated Reminder,2024-12
S09542,2024-10-20,Automated Reminder,2024-10
S07440,2025-01-26,Automated Reminder,2025-01
S01591,2025-01-14,Automated Reminder,2025-01
S10589,2024-11-30,Teacher to Parent,2024-11
S05127,2024-11-15,Teacher to Parent,2024-11
S06041,2025-02-27,Teacher to Parent,2025-02
S00251,2024-12-05,Parent to Teacher,2024-12
S08042,2025-01-17,Teacher to Parent,2025-01
S11521,2025-01-07,Automated Reminder,2025-01
S01060,2024-09-22,Teacher to Parent,2024-09
S03442,2024-11-16,Automated Reminder,2024-11
S05875,2024-11-26,Parent to Teacher,2024-11
S04745,2024-11-23,Teacher to Parent,2024-11
S06920,2025-03-09,Automated Reminder,2025-03
S03025,2024-11-12,Teacher to Parent,2024-11
S11472,2025-03-06,Automated Reminder,2025-03
