Student_ID,Subject,Exam_Score,Homework_Completion_%
S01744,History,46,80.0
S05571,Science,72,80.0
S08802,Geography,94,90.0
S01344,Science,93,90.0
S09819,Arabic,82,80.0
S09838,Arabic,106,95.0
S07496,Geography,109,95.0
S06922,Science,102,90.0
S06318,Math,40,90.0
S10358,Arabic,46,95.0
S06767,English,74,90.0
S10492,Geography,61,100.0
S03566,Science,40,95.0
S08451,English,90,90.0
S01707,Science,94,95.0
S07755,English,49,80.0
S03043,Geography,43,95.0
S08290,History,91,95.0
S04753,Arabic,78,90.0
S11551,Math,51,95.0
S08591,English,61,90.0
S03527,Geography,42,90.0
S08674,English,50,90.0
S06707,History,47,80.0
S06167,Science,81,95.0
S06532,History,101,95.0
S11323,Arabic,93,95.0
S10766,Arabic,102,95.0
S02231,History,71,95.0
S06957,Arabic,90,80.0
S06582,Math,100,80.0
S01953,History,54,80.0
S08465,Geography,106,95.0
S08736,Science,50,95.0
S01775,English,65,90.0
S06737,Geography,88,95.0
S03513,Geography,67,95.0
S00661,Math,75,95.0
S02532,Math,54,80.0
S04503,Math,48,90.0
S04756,Geography,72,95.0
S10698,Geography,88,95.0
S03003,Math,110,95.0
S05047,English,62,100.0
S02773,Arabic,72,95.0
S10555,Geography,40,95.0
S06296,Arabic,81,95.0
S05286,Math,87,80.0
S06300,Science,108,95.0
S02601,Arabic,67,100.0
S01795,History,67,90.0
S11685,Geography,50,90.0
S00153,Arabic,44,80.0
S00572,Science,106,95.0
S03057,History,60,80.0
S05277,English,104,90.0
S07474,Arabic,77,90.0
S02206,Math,60,90.0
S06499,Math,83,80.0
S06989,History,44,80.0
S07176,Arabic,78,90.0
S01595,Math,62,95.0
S05028,Math,80,100.0
S07813,History,57,80.0
S07311,Math,104,95.0
S01697,English,77,90.0
S08803,History,72,90.0
S02351,English,59,100.0
S01800,English,46,100.0
S03241,History,41,80.0
S04698,Science,92,95.0
S09187,English,56,80.0
S09847,Geography,97,95.0
S03729,English,92,90.0
S03804,English,69,95.0
S02664,History,91,95.0
S01082,English,103,95.0
S01488,Science,57,95.0
S10391,Arabic,83,95.0
S03465,Arabic,92,90.0
S04528,English,87,95.0
S11762,Science,41,90.0
S01008,English,44,100.0
S01603,Science,92,100.0
S07681,History,60,95.0
S02896,Geography,87,80.0
S06226,Geography,92,90.0
S11027,Math,91,80.0
S01465,Geography,49,95.0
S02650,Science,92,100.0
S11502,History,66,90.0
S01702,Geography,87,90.0
S05662,History,84,95.0
S03891,English,58,80.0
S08619,Math,97,90.0
S00698,English,65,80.0
S05885,English,57,80.0
S06265,Arabic,93,80.0
S08913,Math,75,90.0
S10818,Science,104,90.0
S07847,History,107,95.0
S07216,Arabic,53,80.0
S02413,Arabic,64,95.0
S02658,Math,60,100.0
S08049,History,49,100.0
S05615,Science,48,100.0
S09846,Science,57,95.0
S01481,Geography,40,95.0
S01256,Arabic,84,95.0
S03742,Science,54,95.0
S11970,Geography,53,100.0
S07016,Geography,42,80.0
S11902,History,74,95.0
S07499,History,73,95.0
S04672,Science,71,80.0
S06830,History,76,95.0
S10164,History,80,95.0
S07250,Geography,82,80.0
S10211,Geography,45,95.0
S01095,English,91,100.0
S02873,History,83,95.0
S06189,Math,110,90.0
S00077,Science,79,95.0
S06675,History,42,100.0
S10901,Science,97,100.0
S04851,Arabic,92,95.0
S09619,Arabic,43,100.0
S00691,Science,41,90.0
S01067,Arabic,43,100.0
S10377,Geography,95,90.0
S03867,History,74,100.0
S00526,English,103,80.0
S01963,Arabic,40,95.0
S04662,Geography,107,80.0
S01910,English,75,90.0
S08013,Geography,53,100.0
S09054,History,43,80.0
S00304,Arabic,76,95.0
S00960,Math,67,95.0
S08115,Arabic,81,95.0
S07958,English,74,90.0
S03047,Science,45,95.0
S00643,History,80,95.0
S09353,Arabic,90,80.0
S01303,Math,81,90.0
S01915,Science,58,95.0
S07705,History,47,90.0
S09367,Arabic,103,90.0
S05632,Science,74,95.0
S04673,English,41,90.0
S05901,Arabic,74,100.0
S07825,English,101,95.0
S04036,Geography,83,95.0
S05469,History,65,100.0
S07400,History,89,80.0
S01205,Math,63,95.0
S07876,English,57,95.0
S01324,Math,71,95.0
S06669,Science,72,95.0
S06683,Arabic,99,80.0
S00322,Science,102,95.0
S05477,English,96,100.0
S07703,Arabic,99,95.0
S11492,Math,78,95.0
S10716,Science,100,100.0
S06338,Arabic,58,100.0
S10480,History,82,100.0
S06514,Geography,56,95.0
S02962,History,101,95.0
S11494,Geography,70,95.0
S07963,English,49,95.0
S07046,Science,92,90.0
S07000,Arabic,69,80.0
S07578,Math,97,100.0
S10168,English,45,100.0
S06297,English,108,90.0
S02945,Geography,77,100.0
S04313,Geography,45,95.0
S03574,English,43,90.0
S10852,English,95,90.0
S03817,Arabic,78,100.0
S10045,English,82,80.0
S05438,Math,95,95.0
S06442,English,85,90.0
S02106,Geography,67,95.0
S03349,Geography,53,95.0
S01321,Math,43,95.0
S02320,Math,93,100.0
S03912,Math,64,80.0
S00430,Geography,53,100.0
S04408,Science,47,90.0
S00428,Arabic,51,80.0
S07571,Math,80,95.0
S09406,Geography,110,100.0
S06631,English,103,95.0
S10996,Geography,101,95.0
S10288,Science,64,90.0
S10730,Arabic,86,95.0
S01733,Geography,93,80.0
S02852,Science,74,90.0
S07399,Science,52,90.0
S06070,Science,49,100.0
S08806,Science,48,100.0
S07021,Science,97,95.0
S03048,Geography,85,80.0
S09776,Math,68,95.0
S05396,Science,53,95.0
S05422,Geography,84,100.0
S01457,Math,40,95.0
S04896,English,82,90.0
S02390,Math,85,90.0
S07640,Geography,52,95.0
S03452,Science,63,80.0
S04907,Arabic,58,95.0
S07322,Science,53,90.0
S11094,Arabic,88,90.0
S04035,Science,49,95.0
S10750,History,108,100.0
S06135,Geography,82,80.0
S08954,History,64,90.0
S11946,Science,48,80.0
S12044,Math,86,95.0
S10997,History,50,100.0
S09854,English,105,90.0
S03887,Arabic,98,95.0
S08311,Arabic,42,95.0
S11420,Arabic,76,95.0
S02386,Math,76,95.0
S11307,Math,68,95.0
S01541,English,54,90.0
S02778,English,104,95.0
S07572,Arabic,80,80.0
S05959,Science,85,95.0
S12120,Science,63,80.0
S10997,History,94,100.0
S04766,Arabic,104,95.0
S07505,Arabic,67,95.0
S02838,Arabic,61,100.0
S06697,Math,77,80.0
S11239,Science,87,95.0
S07482,Math,76,100.0
S04155,Arabic,40,100.0
S06755,Math,108,100.0
S03283,English,44,90.0
S11938,Science,40,90.0
S09781,Geography,56,100.0
S07743,Arabic,107,90.0
S07835,Geography,49,100.0
S08721,History,53,95.0
S12028,English,59,95.0
S03490,Arabic,106,90.0
S00567,History,79,90.0
S03504,English,65,90.0
S05438,Geography,90,100.0
S02465,Geography,89,90.0
S08214,Science,54,90.0
S03141,Geography,98,100.0
S00624,Math,70,90.0
S10660,Geography,90,95.0
S02226,Arabic,76,95.0
S06996,Geography,73,80.0
S02735,English,103,90.0
S03675,Arabic,109,90.0
S05894,Arabic,42,90.0
S02309,Geography,72,90.0
S03119,Geography,110,80.0
S03627,Arabic,56,95.0
S05289,Math,101,95.0
S10734,Science,98,90.0
S07781,English,107,80.0
S03713,English,81,100.0
S08174,Geography,73,95.0
S01243,Arabic,82,95.0
S04171,Science,61,95.0
S04485,Geography,61,80.0
S05950,Arabic,100,100.0
S10755,Arabic,50,100.0
S05240,Science,56,95.0
S07110,Arabic,88,90.0
S09682,Math,44,90.0
S10860,Arabic,62,95.0
S05392,Geography,46,80.0
S06728,Math,66,100.0
S07179,Math,83,95.0
S03551,Geography,58,90.0
S01844,Arabic,55,100.0
S08278,Geography,60,95.0
S10620,Arabic,110,100.0
S03113,Geography,107,80.0
S07910,Science,110,90.0
S02660,Math,72,95.0
S01220,English,76,100.0
S00258,Science,81,80.0
S03662,Arabic,43,80.0
S08475,Arabic,105,95.0
S02204,Science,56,100.0
S04483,English,68,95.0
S03727,Arabic,86,100.0
S00493,Science,70,95.0
S08063,Science,92,95.0
S06280,Arabic,53,95.0
S11756,Science,51,95.0
S04198,English,75,90.0
S01091,Arabic,99,100.0
S09730,Math,109,95.0
S00498,Math,42,80.0
S12100,Math,99,95.0
S10437,History,46,100.0
S09203,Geography,104,80.0
S07699,Geography,50,95.0
S09051,Geography,85,80.0
S10965,Arabic,77,90.0
S10376,Arabic,92,95.0
S12044,English,51,100.0
S06733,Science,93,100.0
S07153,English,91,90.0
S02840,Arabic,110,100.0
S06678,Arabic,41,90.0
S00614,Arabic,97,95.0
S09351,Science,89,95.0
S05731,Arabic,70,80.0
S00538,Arabic,50,95.0
S09708,English,57,80.0
S11705,History,100,100.0
S02662,Arabic,49,100.0
S07467,History,75,95.0
S07665,History,68,95.0
S07685,Science,78,95.0
S00255,History,103,100.0
S02747,Arabic,79,95.0
S03732,Science,71,95.0
S07901,Geography,90,95.0
S07634,Geography,76,90.0
S04889,English,80,90.0
S09156,Geography,52,100.0
S06894,Geography,69,90.0
S09974,English,88,100.0
S06709,Geography,88,100.0
S04674,Math,96,95.0
S02513,Geography,100,95.0
S09851,Arabic,107,100.0
S09437,Geography,96,100.0
S06733,Science,80,100.0
S10811,History,99,95.0
S03774,English,86,80.0
S03625,Math,62,100.0
S01194,Science,64,100.0
S05410,Science,67,100.0
S11713,Math,90,80.0
S04257,Science,88,100.0
S08924,History,43,95.0
S08076,Geography,65,90.0
S01962,Math,106,90.0
S00704,Science,92,95.0
S01606,History,70,95.0
S04735,Math,101,95.0
S05512,English,103,95.0
S06766,Science,55,95.0
S08326,English,81,90.0
S07823,Geography,91,95.0
S06795,History,57,90.0
S00882,Arabic,51,95.0
S11249,Arabic,92,95.0
S05317,English,67,90.0
S06164,Arabic,48,80.0
S07592,Geography,77,95.0
S02706,Math,50,90.0
S10623,Science,85,100.0
S00933,Geography,75,80.0
S04589,Science,48,95.0
S00374,Arabic,102,90.0
S09775,Math,109,95.0
S05304,Geography,44,95.0
S09516,Arabic,82,95.0
S05672,Math,63,95.0
S05513,History,58,95.0
S00235,Math,44,100.0
S05287,Arabic,45,95.0
S10536,Arabic,94,100.0
S06861,Arabic,57,95.0
S04394,Geography,87,95.0
S07770,English,84,80.0
S06363,English,58,100.0
S03102,Geography,106,95.0
S06629,Science,96,90.0
S09821,Science,58,100.0
S11764,Geography,41,100.0
S10494,Arabic,82,90.0
S05781,Science,94,95.0
S02301,English,78,90.0
S10986,English,91,80.0
S04758,Math,97,80.0
S02239,History,40,95.0
S09828,Geography,43,95.0
S05079,English,45,90.0
S06591,English,88,95.0
S11115,History,48,95.0
S09742,Arabic,87,95.0
S00377,Math,77,80.0
S03453,Arabic,51,80.0
S06950,Geography,92,80.0
S02156,English,101,100.0
S03105,Math,59,90.0
S05974,Arabic,65,95.0
S08238,Science,106,95.0
S02448,History,82,95.0
S01914,Arabic,67,90.0
S04166,English,50,80.0
S07378,History,98,100.0
S08399,History,98,95.0
S11859,Science,83,90.0
S05139,History,109,90.0
S06184,Science,98,90.0
S03601,History,106,95.0
S01758,Arabic,48,100.0
S03922,English,75,80.0
S04956,Arabic,51,80.0
S11937,English,53,90.0
S00944,Math,98,95.0
S03986,Science,89,95.0
S08583,Arabic,84,95.0
S06772,Arabic,70,90.0
S03564,Geography,108,80.0
S06622,Arabic,43,80.0
S05819,Arabic,66,80.0
S05405,Science,79,80.0
S01321,History,40,90.0
S03550,History,97,95.0
S09374,Arabic,71,95.0
S04748,Science,81,80.0
S11909,English,95,100.0
S06440,English,87,95.0
S09572,History,42,90.0
S11947,History,75,90.0
S01660,Math,77,80.0
S01385,Arabic,101,100.0
S09875,Arabic,92,95.0
S05867,Math,102,90.0
S04601,English,57,90.0
S05558,Science,53,90.0
S07914,Math,101,80.0
S05029,English,90,90.0
S06141,Arabic,44,80.0
S10705,English,101,90.0
S07076,History,110,90.0
S03652,Science,83,95.0
S07035,Arabic,81,90.0
S12061,English,72,95.0
S09018,Geography,107,90.0
S04013,English,65,90.0
S01911,Math,99,95.0
S04506,English,45,90.0
S11732,Arabic,91,80.0
S08373,English,67,95.0
S09170,English,58,100.0
S01534,History,110,95.0
S10264,History,86,95.0
S01508,Arabic,65,80.0
S07341,English,73,90.0
S10342,History,109,95.0
S01098,English,103,95.0
S03988,Arabic,56,95.0
S02875,Science,89,95.0
S03959,History,77,80.0
S08246,Geography,43,90.0
S12134,Science,102,95.0
S05535,History,46,95.0
S09112,English,44,90.0
S06102,Science,66,95.0
S10102,Arabic,103,90.0
S07698,Science,50,95.0
S05065,Arabic,83,80.0
S04075,Arabic,110,95.0
S03418,Science,93,90.0
S08995,History,96,95.0
S11906,Science,62,100.0
S04065,Science,74,80.0
S09569,History,58,90.0
S02696,Geography,90,90.0
S06229,Arabic,62,80.0
S08330,History,58,80.0
S09308,Geography,110,95.0
S02051,Math,107,95.0
S07102,Science,68,95.0
S06719,Geography,87,80.0
S08250,Geography,95,80.0
S04907,Arabic,101,80.0
S01748,English,71,80.0
S04660,English,106,100.0
S00195,Geography,101,90.0
S11311,History,43,95.0
S00454,Math,92,100.0
S04017,English,56,90.0
S01355,History,94,90.0
S10439,English,46,95.0
S08976,English,50,100.0
S02757,Arabic,49,80.0
S01109,Math,68,90.0
S02369,Math,100,90.0
S07514,History,75,95.0
S03249,English,52,100.0
S09128,English,65,80.0
S05962,Math,66,100.0
S03011,English,41,100.0
S11109,Arabic,52,95.0
S11496,Arabic,53,80.0
S10738,Geography,80,95.0
S09964,Science,65,100.0
S03104,History,110,80.0
S02932,Geography,48,90.0
S08555,History,58,80.0
S03235,Science,100,95.0
S04352,Geography,93,100.0
S08821,English,55,90.0
S10332,History,64,95.0
S11343,Science,61,100.0
S01117,Math,51,90.0
S03596,English,80,80.0
S06948,Math,86,80.0
S09492,History,53,95.0
S01278,Arabic,65,80.0
S06729,Geography,90,95.0
S01073,Arabic,110,80.0
S00804,History,95,100.0
S03481,History,81,95.0
S03232,Math,85,90.0
S03621,History,93,95.0
S07861,Science,63,100.0
S05279,Arabic,96,80.0
S09787,Math,64,95.0
S10362,Math,51,95.0
S05518,Geography,110,95.0
S03418,Geography,69,95.0
S01540,Math,42,95.0
S00766,Math,110,100.0
S00289,History,75,95.0
S10177,Science,74,95.0
S07023,Math,73,100.0
S09913,Math,101,100.0
S12073,History,89,95.0
S06895,Geography,88,80.0
S01852,Science,67,100.0
S02837,Geography,86,100.0
S05783,Arabic,110,80.0
S08625,Math,79,90.0
S02586,Arabic,64,100.0
S00332,Geography,58,95.0
S04091,Math,50,100.0
S08722,Arabic,46,100.0
S07581,Arabic,87,80.0
S01601,English,81,90.0
S11634,Arabic,104,80.0
S11393,Arabic,104,95.0
S11198,Arabic,76,100.0
S09529,Arabic,50,95.0
S04493,Science,70,80.0
S07635,Math,85,95.0
S02788,History,70,100.0
S04255,Geography,90,95.0
S09537,Arabic,104,95.0
S06675,Geography,92,100.0
S09242,Science,43,95.0
S01498,Math,95,90.0
S02404,History,47,95.0
S03042,Arabic,91,90.0
S06499,History,89,80.0
S01920,Math,107,95.0
S10732,Math,99,100.0
S06644,English,73,95.0
S11754,Arabic,63,95.0
S09683,Geography,92,80.0
S03544,Math,75,95.0
S09916,Science,67,90.0
S02250,Geography,105,100.0
S04401,Arabic,57,95.0
S06227,History,65,90.0
S05878,History,103,95.0
S03439,Geography,85,95.0
S00653,English,47,100.0
S05877,History,100,80.0
S00813,History,64,100.0
S05498,History,66,100.0
S06157,Arabic,103,80.0
S07482,Arabic,87,95.0
S08225,Science,73,95.0
S10092,Geography,96,80.0
S01113,Math,110,95.0
S02092,Science,56,80.0
S10757,English,62,90.0
S08568,Math,50,100.0
S05115,Science,92,95.0
S09414,History,41,90.0
S11521,Arabic,69,95.0
S10124,Geography,81,95.0
S09044,English,75,90.0
S09282,History,69,90.0
S02101,Math,46,90.0
S09156,Geography,93,90.0
S07272,Arabic,110,95.0
S06144,English,99,90.0
S06271,Arabic,72,100.0
S08405,Geography,56,80.0
S08855,Science,61,100.0
S00354,History,44,80.0
S08806,Science,78,100.0
S00159,Geography,94,95.0
S07851,Science,61,95.0
S06482,English,59,90.0
S06280,Math,84,100.0
S09654,Science,103,100.0
S03122,Arabic,94,90.0
S07415,English,55,100.0
S05937,Arabic,95,95.0
S04290,Arabic,98,100.0
S01802,English,56,95.0
S01465,Math,44,90.0
S07304,English,101,90.0
S00602,Geography,85,90.0
S10519,English,56,80.0
S01940,Math,60,95.0
S09925,Geography,59,80.0
S05709,Science,76,90.0
S03675,Science,93,80.0
S08290,Arabic,43,90.0
S00122,Geography,67,100.0
S12078,Science,73,100.0
S04255,Geography,50,95.0
S11003,Science,52,95.0
S05729,Science,80,90.0
S09354,Math,58,95.0
S09891,English,72,90.0
S10502,Math,48,80.0
S05842,English,80,90.0
S03261,History,41,100.0
S05781,Geography,53,90.0
S04907,History,108,95.0
S00207,Science,76,95.0
S03283,English,93,100.0
S11514,English,82,100.0
S08883,Math,75,95.0
S11397,Math,106,95.0
S08541,Math,55,80.0
S11290,History,47,100.0
S00408,Math,93,95.0
S08594,English,47,100.0
S04068,Math,90,90.0
S02932,Math,48,80.0
S06173,Arabic,52,80.0
S06220,Arabic,99,95.0
S05238,History,73,95.0
S09559,English,89,95.0
S09747,Arabic,52,100.0
S06109,History,79,90.0
S04107,Math,43,90.0
S01117,English,49,100.0
S08563,History,85,100.0
S02810,History,80,100.0
S02254,Arabic,110,95.0
S10466,Science,62,80.0
S04377,Geography,68,95.0
S02145,English,72,90.0
S05615,English,73,80.0
S01980,Geography,98,100.0
S11461,Arabic,87,95.0
S05895,Geography,86,90.0
S05563,History,42,80.0
S05475,History,71,95.0
S06051,History,92,95.0
S11238,Math,40,95.0
S08866,History,92,95.0
S08166,History,71,95.0
S09959,Math,88,80.0
S09947,History,48,95.0
S03650,Science,92,90.0
S06593,Math,92,80.0
S01736,Science,46,100.0
S11933,Science,66,90.0
S08548,Science,80,100.0
S12155,History,96,100.0
S01275,Geography,83,95.0
S00767,History,92,95.0
S02087,Arabic,93,95.0
S03561,Geography,80,95.0
S07238,History,76,95.0
S06320,History,44,95.0
S01480,Geography,107,95.0
S11506,History,82,90.0
S07364,Arabic,98,95.0
S11171,Arabic,98,80.0
S11813,History,56,90.0
S09182,Geography,67,95.0
S08062,Geography,45,80.0
S03417,Math,69,95.0
S05436,Geography,100,90.0
S01067,Science,95,95.0
S04380,English,66,90.0
S02412,English,103,80.0
S03750,Arabic,87,80.0
S00364,English,98,80.0
S11506,Geography,58,100.0
S04667,Science,82,100.0
S07839,History,98,100.0
S06853,Geography,65,95.0
S06162,Science,78,80.0
S06212,Arabic,98,95.0
S11626,Geography,51,80.0
S02194,Arabic,72,95.0
S06987,Science,50,80.0
S03514,Math,85,95.0
S01144,History,62,80.0
S10307,Arabic,55,100.0
S03723,History,95,90.0
S07492,History,104,95.0
S01848,English,77,90.0
S07751,History,61,100.0
S01356,Math,70,95.0
S02997,Geography,43,95.0
S07383,Science,65,100.0
S10786,English,109,95.0
S10548,Geography,47,100.0
S00791,Geography,89,100.0
S00924,Geography,82,90.0
S00276,Geography,41,80.0
S06328,Arabic,43,100.0
S09488,History,100,100.0
S05193,English,61,95.0
S11093,Science,75,80.0
S10359,Geography,109,95.0
S11018,Geography,53,95.0
S02788,Arabic,105,95.0
S07289,History,56,80.0
S03896,English,106,90.0
S09560,Science,64,80.0
S11281,Math,99,80.0
S07697,English,101,95.0
S11136,Science,95,100.0
S09490,Science,105,95.0
S00090,Math,94,90.0
S00740,Science,69,95.0
S06799,Geography,87,80.0
S08886,Geography,97,80.0
S04226,History,57,80.0
S11602,English,84,80.0
S09923,Arabic,94,100.0
S02706,Geography,85,100.0
S08232,Arabic,78,95.0
S10250,Arabic,107,95.0
S11013,Geography,90,80.0
S02046,History,103,90.0
S11617,Science,50,100.0
S07473,Geography,43,95.0
S08015,Science,93,80.0
S04687,Science,75,90.0
S10918,English,55,80.0
S01527,History,87,80.0
S01277,English,67,90.0
S08778,Arabic,72,95.0
S00747,Arabic,90,80.0
S09227,Geography,57,100.0
S12017,English,95,90.0
S05293,Math,70,95.0
S10156,Science,100,95.0
S02365,History,93,90.0
S04279,Arabic,79,80.0
S03326,History,48,95.0
S05531,Math,96,95.0
S01429,English,74,90.0
S08497,History,107,100.0
S03398,Arabic,75,95.0
S08866,Geography,49,95.0
S00996,Science,67,100.0
S04875,History,109,95.0
S01609,English,108,80.0
S01430,Math,55,80.0
S01135,English,56,90.0
S08446,English,99,90.0
S07937,History,98,95.0
S10369,History,86,95.0
S09123,Geography,57,80.0
S10746,Math,41,95.0
S12145,English,88,95.0
S07485,Science,70,80.0
S06257,History,99,95.0
S10624,Arabic,62,100.0
S09210,Arabic,98,80.0
S05318,Science,79,90.0
S07892,Geography,64,95.0
S03594,Arabic,87,90.0
S00917,Arabic,96,100.0
S10515,Science,102,80.0
S08873,History,60,95.0
S10153,Arabic,68,95.0
S09144,History,60,95.0
S01146,English,51,100.0
S01257,Geography,60,100.0
S08208,Arabic,61,90.0
S04177,Math,110,95.0
S04462,History,74,95.0
S04503,English,45,95.0
S10804,English,47,90.0
S07971,Science,75,90.0
S08683,Math,89,100.0
S00272,History,86,95.0
S06708,Math,51,90.0
S03022,Geography,67,80.0
S01796,English,53,80.0
S04912,Arabic,69,95.0
S06525,Science,62,100.0
S11681,Math,59,100.0
S11023,Science,54,95.0
S00548,Math,91,95.0
S08279,Math,47,100.0
S00322,Arabic,49,95.0
S08518,History,63,80.0
S05601,Geography,105,80.0
S10287,Science,98,90.0
S00141,History,44,95.0
S03010,History,41,100.0
S03747,Arabic,70,95.0
S03813,Arabic,52,95.0
S10395,Science,80,80.0
S05500,Geography,41,95.0
S02501,History,107,95.0
S05876,English,95,80.0
S03560,Arabic,110,95.0
S12045,English,49,100.0
S03871,Science,43,95.0
S05943,History,78,90.0
S04557,English,43,100.0
S03797,Geography,43,95.0
S10483,Science,54,95.0
S05081,History,101,90.0
S04946,English,76,90.0
S07321,History,105,80.0
S07074,Arabic,70,95.0
S03986,Science,94,95.0
S06131,History,50,80.0
S00230,Arabic,88,80.0
S06072,Geography,53,95.0
S03836,Math,97,95.0
S00278,Science,63,80.0
S06836,Science,68,95.0
S02668,Math,92,80.0
S02729,Geography,52,95.0
S06744,Arabic,68,80.0
S09288,Arabic,55,90.0
S04228,Math,80,100.0
S03115,English,75,90.0
S08130,English,76,90.0
S07871,English,49,100.0
S02850,Geography,54,80.0
S08376,Arabic,103,90.0
S02511,Science,74,95.0
S02604,Science,65,90.0
S07554,Math,108,95.0
S11453,Geography,70,90.0
S09691,History,110,80.0
S02341,History,84,95.0
S05582,History,68,100.0
S00866,Science,76,95.0
S00123,Math,60,100.0
S09227,English,104,90.0
S05134,English,109,80.0
S01694,English,48,90.0
S09418,English,67,80.0
S03027,Math,69,95.0
S10174,Math,103,90.0
S06521,Science,53,90.0
S12088,Geography,89,95.0
S11541,Math,95,80.0
S07922,Geography,104,95.0
S05063,Geography,40,90.0
S11217,Science,60,80.0
S00006,English,79,90.0
S08490,Arabic,101,95.0
S08803,History,53,95.0
S11809,Math,110,100.0
S04763,Arabic,59,100.0
S03609,English,77,80.0
S02816,English,66,80.0
S07552,English,73,100.0
S03143,English,47,80.0
S05754,Arabic,61,95.0
S01665,Science,62,100.0
S07251,Math,43,95.0
S10164,Math,93,80.0
S01790,Math,46,95.0
S07210,Science,110,100.0
S00826,Geography,67,95.0
S02417,English,68,95.0
S02594,Math,81,80.0
S00898,History,107,95.0
S11074,Arabic,80,90.0
S06847,History,49,95.0
S02738,Science,84,80.0
S03085,English,108,90.0
S08228,Science,56,95.0
S07352,English,108,90.0
S03888,Arabic,53,90.0
S01320,Math,81,95.0
S08790,Arabic,43,90.0
S03792,Arabic,69,95.0
S09854,Math,101,95.0
S03162,Science,51,90.0
S08437,Arabic,51,90.0
S04952,Science,55,80.0
S02436,Science,98,95.0
S09888,Geography,66,95.0
S06180,History,53,90.0
S07219,English,85,95.0
S07774,Geography,86,100.0
S08953,History,98,90.0
S04259,Geography,81,95.0
S08437,Geography,92,90.0
S02076,Math,103,100.0
S09281,Geography,50,95.0
S04639,Science,93,80.0
S09577,Math,91,95.0
S04576,English,75,80.0
S01925,Geography,46,95.0
S09972,Science,110,95.0
S07367,History,70,95.0
S04313,Math,41,95.0
S08115,English,97,80.0
S02566,History,74,95.0
S06428,Math,43,95.0
S04117,Math,85,95.0
S01542,Arabic,64,95.0
S11812,English,96,95.0
S11015,Arabic,60,95.0
S04228,Math,69,80.0
S02697,Math,90,80.0
S04972,Geography,101,90.0
S00171,Math,105,100.0
S09515,Geography,43,95.0
S08709,Geography,53,100.0
S09521,Science,50,95.0
S10666,Arabic,66,95.0
S02153,Geography,42,95.0
S05888,Arabic,67,95.0
S09479,History,41,95.0
S01793,Science,62,80.0
S09198,Arabic,82,95.0
S07624,Science,57,100.0
S06507,History,59,95.0
S10815,Geography,44,80.0
S08208,Science,53,90.0
S06445,Science,85,80.0
S08639,Math,47,80.0
S09772,History,60,90.0
S00948,Arabic,94,80.0
S09472,Science,44,95.0
S00636,Math,77,95.0
S04734,Arabic,50,80.0
S04056,Arabic,40,95.0
S11935,History,42,95.0
S05888,History,103,95.0
S10739,Math,60,100.0
S09901,Math,109,100.0
S11342,History,64,80.0
S08311,English,88,100.0
S07670,History,107,95.0
S11323,Science,45,100.0
S05596,Geography,84,95.0
S06217,English,48,90.0
S07286,English,99,95.0
S11328,English,90,95.0
S02314,Math,98,95.0
S02793,History,69,80.0
S11411,Geography,56,100.0
S01499,Arabic,49,95.0
S04828,Science,62,80.0
S08836,Geography,55,90.0
S10464,Geography,46,90.0
S01306,Geography,95,95.0
S09486,English,56,90.0
S03902,Arabic,41,95.0
S02406,Arabic,82,95.0
S09270,Science,102,95.0
S02945,English,88,90.0
S00664,English,110,100.0
S02355,English,89,90.0
S07129,History,95,95.0
S01902,History,47,90.0
S02880,Geography,85,95.0
S11996,History,70,80.0
S10365,Math,86,95.0
S07815,Math,91,95.0
S01415,Geography,106,90.0
S05043,English,93,80.0
S10896,Arabic,102,95.0
S00671,Geography,89,100.0
S09553,Math,69,90.0
S09911,English,40,90.0
S03754,Arabic,65,80.0
S00831,History,66,95.0
S06490,Arabic,71,95.0
S05019,History,91,80.0
S00947,History,69,100.0
S09954,Science,48,90.0
S09745,History,90,95.0
S11053,Math,59,90.0
S03466,History,63,100.0
S07084,Arabic,72,95.0
S10508,History,109,95.0
S02863,Math,76,100.0
S00609,English,107,80.0
S11649,History,105,90.0
S01211,History,75,80.0
S00692,English,110,90.0
S10739,Science,50,95.0
S09058,Geography,89,95.0
S04948,Geography,104,80.0
S03392,Geography,106,90.0
S02959,English,104,100.0
S09865,History,80,90.0
S09269,Arabic,74,80.0
S09436,Geography,59,95.0
S08975,Math,43,95.0
S02961,English,57,90.0
S08056,English,41,95.0
S00522,Science,60,90.0
S11311,English,95,90.0
S08189,Math,56,95.0
S04223,Math,57,90.0
S05572,English,72,80.0
S05917,Math,75,90.0
S02586,English,51,80.0
S02294,Math,75,90.0
S11408,English,59,95.0
S07308,Science,76,95.0
S10008,History,107,95.0
S05511,Arabic,70,95.0
S03112,History,45,100.0
S03620,Arabic,53,95.0
S08969,Geography,73,95.0
S09688,Science,102,95.0
S04968,Math,106,100.0
S07866,Math,89,100.0
S00498,English,67,100.0
S09770,Science,81,80.0
S11280,Science,102,90.0
S04637,History,99,100.0
S11456,Geography,63,95.0
S05299,English,94,90.0
S04193,English,107,95.0
S00954,Science,110,80.0
S07395,Math,84,80.0
S11747,Math,52,95.0
S09016,English,95,100.0
S10021,Arabic,77,95.0
S00652,History,72,95.0
S03503,History,68,80.0
S02630,Math,68,90.0
S05170,Geography,109,90.0
S06435,Math,54,90.0
S02081,Arabic,95,100.0
S05299,Math,90,95.0
